Title,Published,Authors,Abstract,Link
"Theoretical tools for understanding the climate crisis from Hasselmann's
  program and beyond",2023-03-21T16:46:37Z,"Valerio Lucarini, Mickaël Chekroun","Klaus Hasselmann's revolutionary intuition in climate science was to take
advantage of the stochasticity associated with fast weather processes to probe
the slow dynamics of the climate system. This has led to fundamentally new ways
to study the response of climate models to perturbations, and to perform
detection and attribution for climate change signals. Hasselmann's program has
been extremely influential in climate science and beyond. We first summarise
the main aspects of such a program using modern concepts and tools of
statistical physics and applied mathematics. We then provide an overview of
some promising scientific perspectives that might better clarify the science
behind the climate crisis and that stem from Hasselmann's ideas. We show how to
perform rigorous model reduction by constructing parametrizations in systems
that do not necessarily feature a time-scale separation between unresolved and
resolved processes. We propose a general framework for explaining the
relationship between climate variability and climate change, and for performing
climate change projections. This leads us seamlessly to explain some key
general aspects of climatic tipping points. Finally, we show that response
theory provides a solid framework supporting optimal fingerprinting methods for
detection and attribution.",http://arxiv.org/abs/2303.12009v3
"Climate uncertainty impacts on optimal mitigation pathways and social
  cost of carbon",2023-04-18T12:47:51Z,"Christopher J. Smith, Alaa Al Khourdajie, Pu Yang, Doris Folini","Emissions pathways used in climate policy analysis are often derived from
integrated assessment models. However, such emissions pathways do not typically
include climate feedbacks on socioeconomic systems and by extension do not
consider climate uncertainty in their construction. We use a well-known
cost-benefit integrated assessment model, the Dynamic Integrated
Climate-Economy (DICE) model, with its climate component replaced by the
Finite-amplitude Impulse Response (FaIR) model (v2.1). The climate uncertainty
in FaIR is sampled with an ensemble that is consistent with historically
observed climate and Intergovernmental Panel on Climate Change (IPCC) assessed
ranges of key climate variables such as equilibrium climate sensitivity. Three
scenarios are produced: a pathway similar to the ""optimal welfare"" scenario of
DICE that has similar warming outcomes to current policies, and pathways that
limit warming to ""well-below"" 2C and 1.5C with low overshoot, in line with
Paris Agreement long-term temperature goals. Climate uncertainty alone is
responsible for a factor of five variation (5-95% range) in the social cost of
carbon in the 1.5C scenario. CO2 emissions trajectories resulting from the
optimal level of emissions abatement in all pathways are also sensitive to
climate uncertainty, with 2050 emissions ranging from -12 to +14 GtCO2/yr in
the 1.5C scenario. Equilibrium climate sensitivity and the strength of
present-day aerosol effective radiative forcing are strong determinants of
social cost of carbon and mid-century CO2 emissions. This shows that narrowing
climate uncertainty leads to more refined estimates for the social cost of
carbon and provides more certainty about the optimal rate of emissions
abatement. Including climate and climate uncertainty in integrated assessment
model derived emissions scenarios would address a key missing feedback in
scenario construction.",http://arxiv.org/abs/2304.08957v3
"Towards Answering Climate Questionnaires from Unstructured Climate
  Reports",2023-01-11T00:22:56Z,"Daniel Spokoyny, Tanmay Laud, Tom Corringham, Taylor Berg-Kirkpatrick","The topic of Climate Change (CC) has received limited attention in NLP
despite its urgency. Activists and policymakers need NLP tools to effectively
process the vast and rapidly growing unstructured textual climate reports into
structured form. To tackle this challenge we introduce two new large-scale
climate questionnaire datasets and use their existing structure to train
self-supervised models. We conduct experiments to show that these models can
learn to generalize to climate disclosures of different organizations types
than seen during training. We then use these models to help align texts from
unstructured climate documents to the semi-structured questionnaires in a human
pilot study. Finally, to support further NLP research in the climate domain we
introduce a benchmark of existing climate text classification datasets to
better evaluate and compare existing models.",http://arxiv.org/abs/2301.04253v2
"Contemporary climate analogs project north-south polarization of urban
  water-energy nexus across US cities under warming climate",2023-06-29T15:52:44Z,"Renee Obringer, Roshanak Nateghi, Jessica Knee, Kaveh Madani, Rohini Kumar","Despite the coupled nature of water and electricity demand, the two utilities
are often managed by different entities with minimal interaction. Neglecting
the water-energy demand nexus leads to to suboptimal management decisions,
particularly under climate change. Here, we leverage state-of-the-art machine
learning and contemporary climate analogs to project the city-level coupled
water and electricity demand of 46 major U.S. cities into the future. The
results show that many U.S. cities may experience an increase in electricity
(water) demand of up to 20% (15%) due to climate change under a high emissions
scenario, with a clear north-south gradient. In the absence of appropriate
mitigation strategies, these changes will likely stress current infrastructure,
limiting the effectiveness of the ongoing grid decarbonization efforts. In the
event that cities are unable to match the increasing demand, there may be
increased occurrence of supply shortages, leading to blackouts with
disproportionate impacts on vulnerable populations. As such, reliable
projections of future water and electricity demand under climate change are
critical not only for preventing further exacerbation of the existing
environmental injustices but also for more effective design and execution of
climate change mitigation and adaptation plans.",http://arxiv.org/abs/2306.17050v1
Quantum Machine Learning in Climate Change and Sustainability: a Review,2023-10-13T14:56:38Z,"Amal Nammouchi, Andreas Kassler, Andreas Theorachis","Climate change and its impact on global sustainability are critical
challenges, demanding innovative solutions that combine cutting-edge
technologies and scientific insights. Quantum machine learning (QML) has
emerged as a promising paradigm that harnesses the power of quantum computing
to address complex problems in various domains including climate change and
sustainability. In this work, we survey existing literature that applies
quantum machine learning to solve climate change and sustainability-related
problems. We review promising QML methodologies that have the potential to
accelerate decarbonization including energy systems, climate data forecasting,
climate monitoring, and hazardous events predictions. We discuss the challenges
and current limitations of quantum machine learning approaches and provide an
overview of potential opportunities and future work to leverage QML-based
methods in the important area of climate change research.",http://arxiv.org/abs/2310.09162v1
"Adapting to climate change: Long-term impact of wind resource changes on
  China's power system resilience",2023-11-28T07:29:33Z,"Jiaqi Ruan, Xiangrui Meng, Yifan Zhu, Gaoqi Liang, Xianzhuo Sun, Huayi Wu, Huijuan Xiao, Mengqian Lu, Pin Gao, Jiapeng Li, Wai-Kin Wong, Zhao Xu, Junhua Zhao","Modern society's reliance on power systems is at risk from the escalating
effects of wind-related climate change. Yet, failure to identify the intricate
relationship between wind-related climate risks and power systems could lead to
serious short- and long-term issues, including partial or complete blackouts.
Here, we develop a comprehensive framework to assess China's power system
resilience across various climate change scenarios, enabling a holistic
evaluation of the repercussions induced by wind-related climate change. Our
findings indicate that China's current wind projects and planning strategies
could be jeopardized by wind-related climate change, with up to a 12\% decline
in regional wind power availability. Moreover, our results underscore a
pronounced vulnerability of power system resilience amidst the rigors of
hastened climate change, unveiling a potential amplification of resilience
deterioration, even approaching fourfold by 2060 under the most severe
scenario, relative to the 2020 benchmark. This work advocates for strategic
financial deployment within the power sector aimed at climate adaptation,
enhancing power system resilience to avert profound losses from long-term,
wind-influenced climatic fluctuations.",http://arxiv.org/abs/2311.16572v2
"ClimateX: Do LLMs Accurately Assess Human Expert Confidence in Climate
  Statements?",2023-11-28T10:26:57Z,"Romain Lacombe, Kerrie Wu, Eddie Dilworth","Evaluating the accuracy of outputs generated by Large Language Models (LLMs)
is especially important in the climate science and policy domain. We introduce
the Expert Confidence in Climate Statements (ClimateX) dataset, a novel,
curated, expert-labeled dataset consisting of 8094 climate statements collected
from the latest Intergovernmental Panel on Climate Change (IPCC) reports,
labeled with their associated confidence levels. Using this dataset, we show
that recent LLMs can classify human expert confidence in climate-related
statements, especially in a few-shot learning setting, but with limited (up to
47%) accuracy. Overall, models exhibit consistent and significant
over-confidence on low and medium confidence statements. We highlight
implications of our results for climate communication, LLMs evaluation
strategies, and the use of LLMs in information retrieval systems.",http://arxiv.org/abs/2311.17107v1
"Sea level Projections with Machine Learning using Altimetry and Climate
  Model ensembles",2023-08-02T19:18:38Z,"Saumya Sinha, John Fasullo, R. Steven Nerem, Claire Monteleoni","Satellite altimeter observations retrieved since 1993 show that the global
mean sea level is rising at an unprecedented rate (3.4mm/year). With almost
three decades of observations, we can now investigate the contributions of
anthropogenic climate-change signals such as greenhouse gases, aerosols, and
biomass burning in this rising sea level. We use machine learning (ML) to
investigate future patterns of sea level change. To understand the extent of
contributions from the climate-change signals, and to help in forecasting sea
level change in the future, we turn to climate model simulations. This work
presents a machine learning framework that exploits both satellite observations
and climate model simulations to generate sea level rise projections at a
2-degree resolution spatial grid, 30 years into the future. We train fully
connected neural networks (FCNNs) to predict altimeter values through a
non-linear fusion of the climate model hindcasts (for 1993-2019). The learned
FCNNs are then applied to future climate model projections to predict future
sea level patterns. We propose segmenting our spatial dataset into meaningful
clusters and show that clustering helps to improve predictions of our ML model.",http://arxiv.org/abs/2308.02460v1
"Characterizing climate pathways using feature importance on echo state
  networks",2023-10-12T16:55:04Z,"Katherine Goode, Daniel Ries, Kellie McClernon","The 2022 National Defense Strategy of the United States listed climate change
as a serious threat to national security. Climate intervention methods, such as
stratospheric aerosol injection, have been proposed as mitigation strategies,
but the downstream effects of such actions on a complex climate system are not
well understood. The development of algorithmic techniques for quantifying
relationships between source and impact variables related to a climate event
(i.e., a climate pathway) would help inform policy decisions. Data-driven deep
learning models have become powerful tools for modeling highly nonlinear
relationships and may provide a route to characterize climate variable
relationships. In this paper, we explore the use of an echo state network (ESN)
for characterizing climate pathways. ESNs are a computationally efficient
neural network variation designed for temporal data, and recent work proposes
ESNs as a useful tool for forecasting spatio-temporal climate data. Like other
neural networks, ESNs are non-interpretable black-box models, which poses a
hurdle for understanding variable relationships. We address this issue by
developing feature importance methods for ESNs in the context of
spatio-temporal data to quantify variable relationships captured by the model.
We conduct a simulation study to assess and compare the feature importance
techniques, and we demonstrate the approach on reanalysis climate data. In the
climate application, we select a time period that includes the 1991 volcanic
eruption of Mount Pinatubo. This event was a significant stratospheric aerosol
injection, which we use as a proxy for an artificial stratospheric aerosol
injection. Using the proposed approach, we are able to characterize
relationships between pathway variables associated with this event.",http://arxiv.org/abs/2310.08495v1
AI for Anticipatory Action: Moving Beyond Climate Forecasting,2023-07-28T17:32:59Z,"Benjamin Q. Huynh, Mathew V. Kiang","Disaster response agencies have been shifting from a paradigm of climate
forecasting towards one of anticipatory action: assessing not just what the
climate will be, but how it will impact specific populations, thereby enabling
proactive response and resource allocation. Machine learning models are
becoming exceptionally powerful at climate forecasting, but methodological gaps
remain in terms of facilitating anticipatory action. Here we provide an
overview of anticipatory action, review relevant applications of machine
learning, identify common challenges, and highlight areas where machine
learning can uniquely contribute to advancing disaster response for populations
most vulnerable to climate change.",http://arxiv.org/abs/2307.15727v1
"Southern Ocean Dynamics Under Climate Change: New Knowledge Through
  Physics-Guided Machine Learning",2023-10-21T06:13:19Z,"William Yik, Maike Sonnewald, Mariana C. A. Clare, Redouane Lguensat","Complex ocean systems such as the Antarctic Circumpolar Current play key
roles in the climate, and current models predict shifts in their strength and
area under climate change. However, the physical processes underlying these
changes are not well understood, in part due to the difficulty of
characterizing and tracking changes in ocean physics in complex models. Using
the Antarctic Circumpolar Current as a case study, we extend the method
Tracking global Heating with Ocean Regimes (THOR) to a mesoscale eddy
permitting climate model and identify regions of the ocean characterized by
similar physics, called dynamical regimes, using readily accessible fields from
climate models. To this end, we cluster grid cells into dynamical regimes and
train an ensemble of neural networks, allowing uncertainty quantification, to
predict these regimes and track them under climate change. Finally, we leverage
this new knowledge to elucidate the dynamical drivers of the identified regime
shifts as noted by the neural network using the 'explainability' methods SHAP
and Layer-wise Relevance Propagation. A region undergoing a profound shift is
where the Antarctic Circumpolar Current intersects the Pacific-Antarctic Ridge,
an area important for carbon draw-down and fisheries. In this region, THOR
specifically reveals a shift in dynamical regime under climate change driven by
changes in wind stress and interactions with bathymetry. Using this knowledge
to guide further exploration, we find that as the Antarctic Circumpolar Current
shifts north under intensifying wind stress, the dominant dynamical role of
bathymetry weakens and the flow intensifies.",http://arxiv.org/abs/2310.13916v2
"Analysis of Climate Campaigns on Social Media using Bayesian Model
  Averaging",2023-05-06T16:43:29Z,"Tunazzina Islam, Ruqi Zhang, Dan Goldwasser","Climate change is the defining issue of our time, and we are at a defining
moment. Various interest groups, social movement organizations, and individuals
engage in collective action on this issue on social media. In addition, issue
advocacy campaigns on social media often arise in response to ongoing societal
concerns, especially those faced by energy industries. Our goal in this paper
is to analyze how those industries, their advocacy group, and climate advocacy
group use social media to influence the narrative on climate change. In this
work, we propose a minimally supervised model soup [57] approach combined with
messaging themes to identify the stances of climate ads on Facebook. Finally,
we release our stance dataset, model, and set of themes related to climate
campaigns for future work on opinion mining and the automatic detection of
climate change stances.",http://arxiv.org/abs/2305.06174v2
"CMIP X-MOS: Improving Climate Models with Extreme Model Output
  Statistics",2023-10-24T13:18:53Z,"Vsevolod Morozov, Artem Galliamov, Aleksandr Lukashevich, Antonina Kurdukova, Yury Maximov","Climate models are essential for assessing the impact of greenhouse gas
emissions on our changing climate and the resulting increase in the frequency
and severity of natural disasters. Despite the widespread acceptance of climate
models produced by the Coupled Model Intercomparison Project (CMIP), they still
face challenges in accurately predicting climate extremes, which pose most
significant threats to both people and the environment. To address this
limitation and improve predictions of natural disaster risks, we introduce
Extreme Model Output Statistics (X-MOS). This approach utilizes deep regression
techniques to precisely map CMIP model outputs to real measurements obtained
from weather stations, which results in a more accurate analysis of the XXI
climate extremes. In contrast to previous research, our study places a strong
emphasis on enhancing the estimation of the tails of future climate parameter
distributions. The latter supports decision-makers, enabling them to better
assess climate-related risks across the globe.",http://arxiv.org/abs/2311.03370v1
"""The main message is that sustainability would help"" -- Reflections on
  takeaway messages of climate change data visualizations",2023-05-06T12:33:11Z,"Regina Schuster, Laura Koesten, Kathleen Gregory, Torsten Möller","How do different audiences make sense of climate change data visualizations
and what do they take away as a main message? To investigate this question, we
are building on the results of a previous study, focusing on expert opinions
regarding public climate change communication and the role of data
visualizations. Hereby, we conducted semi-structured interviews with 17 experts
in the fields of climate change, science communication, or data visualization.
We also interviewed six lay persons with no professional background in either
of these areas. With this analysis, we aim to shed light on how lay audiences
arrive at an understanding of climate change data visualizations and what they
take away as a main message. For two exemplary data visualizations, we compare
their takeaway messages with messages formulated by experts. Through a thematic
analysis, we observe differences regarding the included contents, the length
and abstraction of messages, and the sensemaking process between and among the
participant groups.",http://arxiv.org/abs/2305.04030v1
Detecting changepoints in globally-indexed functional time series,2023-08-11T02:45:12Z,"Drew Yarger, J. Derek Tucker","In environmental and climate data, there is often an interest in determining
if and when changes occur in a system. Such changes may result from localized
sources in space and time like a volcanic eruption or climate geoengineering
events. Detecting such events and their subsequent influence on climate has
important policy implications. However, the climate system is complex, and such
changes can be challenging to detect. One statistical perspective for
changepoint detection is functional time series, where one observes an entire
function at each time point. We will consider the context where each time point
is a year, and we observe a function of temperature indexed by day of the year.
Furthermore, such data is measured at many spatial locations on Earth, which
motivates accommodating sets of functional time series that are
spatially-indexed on a sphere. Simultaneously inferring changes that can occur
at different times for different locations is challenging. We propose test
statistics for detecting these changepoints, and we evaluate performance using
varying levels of data complexity, including a simulation study, simplified
climate model simulations, and climate reanalysis data. We evaluate changes in
stratospheric temperature globally over 1984-1998. Such changes may be
associated with the eruption of Mt. Pinatubo in 1991.",http://arxiv.org/abs/2308.05915v1
"How Do US Congress Members Advertise Climate Change: An Analysis Of Ads
  Run On Meta's Platforms",2023-04-06T17:58:41Z,"Laurenz Aisenpreis, Gustav Gyrst, Vedran Sekara","Ensuring transparency and integrity in political communication on climate
change has arguably never been more important than today. Yet we know little
about how politicians focus on, talk about, and portray climate change on
social media. Here we study it from the perspective of political advertisement.
We use Meta's Ad Library to collect 602,546 ads that have been issued by US
Congress members since mid-2018. Out of those only 19,176 (3.2%) are
climate-related. Analyzing this data, we find that Democrats focus
substantially more on climate change than Republicans, with 99.7% of all
climate-related ads stemming from Democratic politicians. In particular, we
find this is driven by a small core of Democratic politicians, where 72% of all
impressions can be attributed to 10 politicians. Interestingly, we find a
significant difference in the average amount of impressions generated per
dollar spent between the two parties. Republicans generate on average 188% more
impressions with their climate ads for the same money spent as Democrats. We
build models to explain the differences and find that demographic factors only
partially explain the variance. Our results demonstrate differences of
climate-related advertisements of US congress members and reveal differences in
advertising characteristics between the two political parties. We anticipate
our work to be a starting point for further studies about climate-related ads
on Meta's platforms.",http://arxiv.org/abs/2304.03278v1
"Factors other than climate change are currently more important in
  predicting how well fruit farms are doing financially",2023-01-11T18:22:31Z,"Fabian Obster, Heidi Bohle, Paul M. Pechan","Machine learning and statistical modeling methods were used to analyze the
impact of climate change on financial wellbeing of fruit farmers in Tunisia and
Chile. The analysis was based on face to face interviews with 801 farmers.
Three research questions were investigated. First, whether climate change
impacts had an effect on how well the farm was doing financially. Second, if
climate change was not influential, what factors were important for predicting
financial wellbeing of the farm. And third, ascertain whether observed effects
on the financial wellbeing of the farm were a result of interactions between
predictor variables. This is the first report directly comparing climate change
with other factors potentially impacting financial wellbeing of farms. Certain
climate change factors, namely increases in temperature and reductions in
precipitation, can regionally impact self-perceived financial wellbeing of
fruit farmers. Specifically, increases in temperature and reduction in
precipitation can have a measurable negative impact on the financial wellbeing
of farms in Chile. This effect is less pronounced in Tunisia. Climate impact
differences were observed within Chile but not in Tunisia. However, climate
change is only of minor importance for predicting farm financial wellbeing,
especially for farms already doing financially well. Factors that are more
important, mainly in Tunisia, included trust in information sources and prior
farm ownership. Other important factors include farm size, water management
systems used and diversity of fruit crops grown. Moreover, some of the
important factors identified differed between farms doing and not doing well
financially. Interactions between factors may improve or worsen farm financial
wellbeing.",http://arxiv.org/abs/2301.07685v1
"Deep Ensembles to Improve Uncertainty Quantification of Statistical
  Downscaling Models under Climate Change Conditions",2023-04-27T19:53:18Z,"Jose González-Abad, Jorge Baño-Medina","Recently, deep learning has emerged as a promising tool for statistical
downscaling, the set of methods for generating high-resolution climate fields
from coarse low-resolution variables. Nevertheless, their ability to generalize
to climate change conditions remains questionable, mainly due to the
stationarity assumption. We propose deep ensembles as a simple method to
improve the uncertainty quantification of statistical downscaling models. By
better capturing uncertainty, statistical downscaling models allow for superior
planning against extreme weather events, a source of various negative social
and economic impacts. Since no observational future data exists, we rely on a
pseudo reality experiment to assess the suitability of deep ensembles for
quantifying the uncertainty of climate change projections. Deep ensembles allow
for a better risk assessment, highly demanded by sectoral applications to
tackle climate change.",http://arxiv.org/abs/2305.00975v1
