Title,Published,Authors,Abstract,Link
Recovering the parameters underlying the Lorenz-96 chaotic dynamics,2019-06-16T22:20:05Z,"Soukayna Mouatadid, Pierre Gentine, Wei Yu, Steve Easterbrook","Climate projections suffer from uncertain equilibrium climate sensitivity.
The reason behind this uncertainty is the resolution of global climate models,
which is too coarse to resolve key processes such as clouds and convection.
These processes are approximated using heuristics in a process called
parameterization. The selection of these parameters can be subjective, leading
to significant uncertainties in the way clouds are represented in global
climate models. Here, we explore three deep network algorithms to infer these
parameters in an objective and data-driven way. We compare the performance of a
fully-connected network, a one-dimensional and, a two-dimensional convolutional
networks to recover the underlying parameters of the Lorenz-96 model, a
non-linear dynamical system that has similar behavior to the climate system.",http://arxiv.org/abs/1906.06786v1
Climate Change and Social Sciences: a bibliometric analysis,2019-02-02T13:00:26Z,"Flavio C. D. Moraes, Ana Lia Leonel, Pedro H. C. Torres, Pedro R. Jacobi, Sandra Momm","The complexity of emergent wicked problems, such as climate change,
culminates in a reformulation of how we think about society and mobilize
scientists from various disciplines to seek solutions and perspectives on the
problem. From an epistemological point of view, it is essential to evaluate how
such topics can be developed inside the academic arena but, to do that, it is
necessary to perform complex analysis of the great number of recent academic
publications. In this work, we discuss how climate change has been addressed by
social sciences in practice. Can we observe the development of a new
epistemology by the emergence of the climate change debate? Are there
contributions in academic journals within the field of social sciences
addressing climate change? Which journals are these? Who are the authors? To
answer these questions, we developed an innovative method combining different
tools to search, filter, and analyze the impact of the academic production
related to climate change in social sciences in the most relevant journals.",http://arxiv.org/abs/1902.00712v3
Climate Change and Grain Production Fluctuations,2019-12-29T10:44:39Z,"Giuliano Vitali, Sergei Rogosin, Guido Baldoni","50 year-long time series from a Long Term Agronomic Experiment have been used
to to investigate the effects of climate change on yields of Wheat and Maize.
Trends and fluctuations, useful to estimate production forecasts and related
risks are compared to national ones, a classical regional climatic index as
Western Mediterranean Oscillation Index, and a global one given by Sun Spot
Number. Data, denoised by EMD and SSA, show how SSN oscillations slowing down
in the last decades, affects regional scale dynamics, where in the last two
decades a range of fluctuations (7-16 years) are also evident. Both signals
reflects on yield fluctuations of Wheat and Maize both a national and local
level.",http://arxiv.org/abs/2002.07039v1
"Modelling the climate and weather of a 2D Lagrangian-averaged
  Euler-Boussinesq equation with transport noise",2019-09-01T12:30:52Z,"Diego Alonso-Oran, Aythami Bethencourt de Leon, Darryl Holm, So Takao","The prediction of climate change and its impact on extreme weather events is
one of the great societal and intellectual challenges of our time. The first
part of the problem is to make the distinction between weather and climate. The
second part is to understand the dynamics of the fluctuations of the physical
variables. The third part is to predict how the variances of the fluctuations
are affected by statistical correlations in their fluctuating dynamics. This
paper investigates a framework called LA SALT which can meet all three parts of
the challenge for the problem of climate change. As a tractable example of this
framework, we consider the Euler--Boussinesq (EB) equations for an
incompressible stratified fluid flowing under gravity in a vertical plane with
no other external forcing. All three parts of the problem are solved for this
case. In fact, for this problem, the framework also delivers global
well-posedness of the dynamics of the physical variables and closed dynamical
equations for the moments of their fluctuations. Thus, in a well-posed
mathematical setting, the framework developed in this paper shows that the mean
field dynamics combines with an intricate array of correlations in the
fluctuation dynamics to drive the evolution of the mean statistics. The results
of the framework for 2D EB model analysis define its climate, as well as
climate change, weather dynamics, and change of weather statistics, all in the
context of a model system of SPDEs with unique global strong solutions.",http://arxiv.org/abs/1909.00388v1
"Stability of a planetary climate system with the biosphere competing for
  resources",2019-02-21T09:50:50Z,"Sergey A. Vakulenko, Ivan Sudakov, Sergei V. Petrovskii, Dmitry V. Lukichev","With the growing number of discovered exoplanets, the Gaia concept finds its
second wind. The Gaia concept defines that the biosphere of an inhabited planet
regulates a planetary climate through feedback loops such that the planet
remains habitable. Crunching 'Gaia' puzzle has been a focus of intense
empirical research. Much less attention has been paid to the mathematical
realization of this concept. In this paper, we consider the stability of a
planetary climate system with the dynamic biosphere by linking a conceptual
climate model to a generic population dynamics model with random parameters. We
first show that the dynamics of the corresponding coupled system possesses
multiple timescales and hence falls into the class of slow-fast dynamics. We
then investigate the properties of a general dynamical system to which our
model belongs and prove that the feedbacks from the biosphere dynamics cannot
break the system's stability as long as the biodiversity is sufficiently high.
That may explain why the climate is apparently stable over long time intervals.
Interestingly, our coupled climate-biosphere system can lose its stability if
biodiversity decreases; in this case, the evolution of the biosphere under the
effect of random factors can lead to a global climate change.",http://arxiv.org/abs/1902.07936v3
"Evaluating proxy influence in assimilated paleoclimate reconstructions
  -- Testing the exchangeability of two ensembles of spatial processes",2019-09-03T16:12:35Z,"Trevor Harris, Bo Li, Nathan Steiger, Jason Smerdon, Naveen Narisetty, Derek Tucker","Climate field reconstructions (CFR) attempt to estimate spatiotemporal fields
of climate variables in the past using climate proxies such as tree rings, ice
cores, and corals. Data Assimilation (DA) methods are a recent and promising
new means of deriving CFRs that optimally fuse climate proxies with climate
model output. Despite the growing application of DA-based CFRs, little is
understood about how much the assimilated proxies change the statistical
properties of the climate model data. To address this question, we propose a
robust and computationally efficient method, based on functional data depth, to
evaluate differences in the distributions of two spatiotemporal processes. We
apply our test to study global and regional proxy influence in DA-based CFRs by
comparing the background and analysis states, which are treated as two samples
of spatiotemporal fields. We find that the analysis states are significantly
altered from the climate-model-based background states due to the assimilation
of proxies. Moreover, the difference between the analysis and background states
increases with the number of proxies, even in regions far beyond proxy
collection sites. Our approach allows us to characterize the added value of
proxies, indicating where and when the analysis states are distinct from the
background states.",http://arxiv.org/abs/1909.01273v2
Embedding Climate Change Engagement in Astronomy Education and Research,2019-07-18T13:38:22Z,"Kathryn Williamson, Travis A. Rector, James Lowenthal","This White Paper is a call to action for astronomers to respond to climate
change with a large structural transition within our profession. Many
astronomers are deeply concerned about climate change and act upon it in their
personal and professional lives, and many organizations within astronomy have
incorporated incremental changes. We need a collective impact model to better
network and grow our efforts so that we can achieve results that are on the
scale appropriate to address climate change at the necessary level indicated by
scientific research; e.g., becoming carbon neutral by 2050. We need to
implement strategies within two primary drivers of our field: (1) Education and
Outreach, and (2) Research Practices and Infrastructure. (1) In the classroom
and through public talks, astronomers reach a large audience. Astronomy is
closely connected to the science of climate change, and it is arguably the most
important topic we include in our curriculum. Due to misinformation and
disinformation, climate change communication is different than for other areas
of science. We therefore need to expand our communication and implement
effective strategies, for which there is now a considerable body of research.
(2) On a per-person basis astronomers have an outsized carbon impact. There are
numerous ways we can reduce our footprint; e.g., in the design and operation of
telescope facilities and in the optimization and reduction of travel.
Fortunately, many of these solutions are win-win scenarios, e.g., increasing
the online presence of conferences will reduce the carbon footprint while
increasing participation, especially for astronomers working with fewer
financial resources. Astronomers have an obligation to act on climate change in
every way possible, and we need to do it now. In this White Paper, we outline a
plan for collective impact using a Networked Improvement Community (NIC)
approach.",http://arxiv.org/abs/1907.08043v1
"Response of Vertical Velocities in Extratropical Precipitation Extremes
  to Climate Change",2019-10-12T21:11:36Z,"Ziwei Li, Paul O'Gorman","Precipitation extremes intensify in most regions in climate-model
projections. Changes in vertical velocities contribute to the changes in
intensity of precipitation extremes but remain poorly understood. Here, we find
that mid-tropospheric vertical velocities in extratropical precipitation
extremes strengthen overall in simulations of 21st-century climate change. For
each extreme event, we solve the quasi-geostrophic omega equation to decompose
this strengthening into different physical contributions. We first consider a
dry decomposition in which latent heating is treated as an external forcing of
upward motion. Much of the positive contribution to upward motion from
increased latent heating is offset by negative contributions from increases in
dry static stability and changes in the horizontal length scale of vertical
velocities. However, taking changes in latent heating as given is a limitation
when the aim is to understand changes in precipitation, since latent heating
and precipitation are closely linked. Therefore, we also perform a moist
decomposition of the changes in vertical velocities in which latent heating is
represented through a moist static stability. In the moist decomposition,
changes in moist static stability play a key role and contributions from other
factors such as changes in the depth of the upward motion increase in
importance. While both dry and moist decompositions are self-consistent, the
moist dynamical perspective has greater potential to give insights into the
causes of the dynamical contributions to changes in precipitation extremes in
different regions.",http://arxiv.org/abs/1910.05644v2
"Achieving Conservation of Energy in Neural Network Emulators for Climate
  Modeling",2019-06-15T21:55:02Z,"Tom Beucler, Stephan Rasp, Michael Pritchard, Pierre Gentine","Artificial neural-networks have the potential to emulate cloud processes with
higher accuracy than the semi-empirical emulators currently used in climate
models. However, neural-network models do not intrinsically conserve energy and
mass, which is an obstacle to using them for long-term climate predictions.
Here, we propose two methods to enforce linear conservation laws in
neural-network emulators of physical models: Constraining (1) the loss function
or (2) the architecture of the network itself. Applied to the emulation of
explicitly-resolved cloud processes in a prototype multi-scale climate model,
we show that architecture constraints can enforce conservation laws to
satisfactory numerical precision, while all constraints help the neural-network
better generalize to conditions outside of its training set, such as global
warming.",http://arxiv.org/abs/1906.06622v1
Co-existing climate attractors in a coupled aquaplanet,2019-07-07T08:54:10Z,"Maura Brunetti, Jérôme Kasparian, Christian Vérard","The first step in exploring the properties of dynamical systems like the
Earth climate is to identify the different phase space regions where the
trajectories asymptotically evolve, called `attractors'. In a given system,
multiple attractors can co-exist under the effect of the same forcing. At the
boundaries of their basins of attraction, small changes produce large effects.
Therefore, they are key regions for understanding the system response to
perturbations. Here we prove the existence of up to five attractors in a
simplified climate system where the planet is entirely covered by the ocean
(aquaplanet). These attractors range from a snowball to a hot state without sea
ice, and their exact number depends on the details of the coupled
atmosphere-ocean-sea ice configuration. We characterise each attractor by
describing the associated climate feedbacks, by using the principal component
analysis, and by measuring quantities borrowed from the study of dynamical
systems, namely instantaneous dimension and persistence.",http://arxiv.org/abs/1907.03255v2
Predicting ice flow using machine learning,2019-10-20T07:56:18Z,"Yimeng Min, S. Karthik Mukkavilli, Yoshua Bengio","Though machine learning has achieved notable success in modeling sequential
and spatial data for speech recognition and in computer vision, applications to
remote sensing and climate science problems are seldom considered. In this
paper, we demonstrate techniques from unsupervised learning of future video
frame prediction, to increase the accuracy of ice flow tracking in
multi-spectral satellite images. As the volume of cryosphere data increases in
coming years, this is an interesting and important opportunity for machine
learning to address a global challenge for climate change, risk management from
floods, and conserving freshwater resources. Future frame prediction of ice
melt and tracking the optical flow of ice dynamics presents modeling
difficulties, due to uncertainties in global temperature increase, changing
precipitation patterns, occlusion from cloud cover, rapid melting and glacier
retreat due to black carbon aerosol deposition, from wildfires or human fossil
emissions. We show the adversarial learning method helps improve the accuracy
of tracking the optical flow of ice dynamics compared to existing methods in
climate science. We present a dataset, IceNet, to encourage machine learning
research and to help facilitate further applications in the areas of
cryospheric science and climate change.",http://arxiv.org/abs/1910.08922v1
"Impact of climate change on the cost-optimal mix of decentralised heat
  pump and gas boiler technologies in Europe",2019-07-09T10:12:47Z,"S. Kozarcanin, R. Hanna, I. Staffell, R. Gross, G. B. Andresen","Residential demands for space heating and hot water account for 31% of the
total European energy demand. Space heating is highly dependent on ambient
conditions and susceptible to climate change. We adopt a techno-economic
standpoint and assess the impact of climate change on decentralised heating
demand and the cost-optimal mix of heat pump and gas boiler technologies.
Temperature data with high spatial resolution from nine climate models
implementing three Representative Concentration Pathways from IPCC are used to
estimate climate induced changes in the European demand side for heating. The
demand side is modelled by the proxy of heating-degree days. The supply side is
modelled by using a screening curve approach to the economics of heat
generation. We find that space heating demand decreases by about 16%, 24% and
42% in low, intermediate and extreme global warming scenarios. When considering
historic weather data, we find a heterogeneous mix of technologies are
cost-optimal, depending on the heating load factor (number of full-load hours
per year). Increasing ambient temperatures toward the end-century improve the
economic performance of heat pumps in all concentration pathways. Cost optimal
technologies broadly correspond to heat markets and policies in Europe, with
some exceptions",http://arxiv.org/abs/1907.04067v4
"Combining interdependent climate model outputs in CMIP5: A spatial
  Bayesian approach",2019-12-31T20:50:31Z,"Huang Huang, Dorit Hammerling, Bo Li, Richard Smith","Projections of future climate change rely heavily on climate models, and
combining climate models through a multi-model ensemble is both more accurate
than a single climate model and valuable for uncertainty quantification.
However, Bayesian approaches to multi-model ensembles have been criticized for
making oversimplified assumptions about bias and variability, as well as
treating different models as statistically independent. This paper extends the
Bayesian hierarchical approach of Sansom et al. (2017) by explicitly accounting
for spatial variability and inter-model dependence. We propose a Bayesian
hierarchical model that accounts for bias between climate models and
observations, spatial and inter-model dependence, the emergent relationship
between historical and future periods, and natural variability. Extensive
simulations show that our model provides better estimates and uncertainty
quantification than the commonly used simple model mean. These results are
illustrated using data from the CMIP5 model archive. As examples, for Central
North America our projected mean temperature for 2070--2100 is about 0.8 K
lower than the simple model mean, while for East Asia it is about 0.5 K higher;
however, in both cases, the widths of the 90% credible intervals are of the
order 3--6 K, so the uncertainties overwhelm the relatively small differences
in projected mean temperatures.",http://arxiv.org/abs/2001.00074v2
"The Climates of Other Worlds: A Review of the Emerging Field of
  Exoplanet Climatology",2019-09-09T18:00:02Z,Aomawa L. Shields,"The discovery of planets orbiting stars other than the Sun has accelerated
over the past decade, and this trend will continue as new space- and
ground-based observatories employ next-generation instrumentation to search the
skies for habitable worlds. However, many factors and processes can affect
planetary habitability and must be understood to accurately determine a
planet's habitability potential. While climate models have long been used to
understand and predict climate and weather patterns on the Earth, a growing
community of researchers has begun to apply these models to extrasolar planets.
This work has provided a better understanding of how orbital, surface, and
atmospheric properties affect planetary climate and habitability; how these
climatic effects might change for different stellar and planetary environments;
and how the habitability and observational signatures of newly discovered
planets might be influenced by these climatic factors. This review summarizes
the origins and evolution of the burgeoning field of exoplanet climatology,
discusses recent work using a hierarchy of computer models to identify those
planets most capable of supporting life, and offers a glimpse into future
directions of this quickly evolving subfield of exoplanet science.",http://arxiv.org/abs/1909.04046v1
Impact of large scale climate oscillation on drought in West Africa,2019-01-29T07:42:35Z,"Samuel T. Ogunjo, Ibiyinka A. Fuwape, Christiana F. Olusegun","Drought poses a significant threat to the delicate economies in subsaharan
Africa. This study investigates the influence of large scale ocean oscillation
on drought in West Africa. Standardized Precipitation Index for the region was
computed using monthly precipitation data from the Climate Research Unit during
the period 1961 -1990. The impact of three ocean oscillation indices - Southern
Ocean Index (SOI), Pacific Decadal Oscillation (PDO) and North Atlantic
Oscillation (NAO) on drought over West Africa was investigated using linear
correlation, co-integration test, mutual information and nonlinear
synchronization methods. SOI showed predominantly positive correlation with
drought over the region while PDO and NAO showed negative correlation. This was
confirmed by the co-integration tests. The nonlinear test revealed more complex
relationship between the indices and drought. PDO has lesser influence or
contribute less to the drought in the coastal region compared to the Sahel
region of West Africa.",http://arxiv.org/abs/1901.10145v1
The impact of stochastic physics on climate sensitivity in EC-Earth,2019-05-16T09:26:24Z,"K. Strommen, P. A. G. Watson, T. N. Palmer","Stochastic schemes, designed to represent unresolved sub-grid scale
variability, are frequently used in short and medium-range weather forecasts,
where they are found to improve several aspects of the model. In recent years,
the impact of stochastic physics has also been found to be beneficial for the
model's long term climate. In this paper, we demonstrate for the first time
that the inclusion of a stochastic physics scheme can notably affect a model's
projection of global warming, as well as its historical climatological global
temperature. Specifically, we find that when including the 'stochastically
perturbed parametrisation tendencies' scheme (SPPT) in the fully coupled
climate model EC-Earth v3.1, the predicted level of global warming between 1850
and 2100 is reduced by 10% under an RCP8.5 forcing scenario. We link this
reduction in climate sensitivity to a change in the cloud feedbacks with SPPT.
In particular, the scheme appears to reduce the positive low cloud cover
feedback, and increase the negative cloud optical feedback. A key role is
played by a robust, rapid increase in cloud liquid water with SPPT, which we
speculate is due to the scheme's non-linear interaction with condensation.",http://arxiv.org/abs/1905.06613v1
Multivariate statistical modelling of future marine storms,2019-03-13T21:38:58Z,"Jue Lin-Ye, Manuel García-León, Vicente Gràcia, Maribel Ortego, Piero Lionello, Agustín Sanchez-Arcilla","Extreme events, such as wave-storms, need to be characterized for coastal
infrastructure design purposes. Such description should contain information on
both the univariate behaviour and the joint-dependence of storm-variables.
These two aspects have been here addressed through generalized Pareto
distributions and hierarchical Archimedean copulas. A non-stationary model has
been used to highlight the relationship between these extreme events and
non-stationary climate. It has been applied to a Representative Concentration
Pathway 8.5 Climate-Change scenario, for a fetch-limited environment (Catalan
Coast). In the non-stationary model, all considered variables decrease in time,
except for storm-duration at the northern part of the Catalan Coast. The joint
distribution of storm variables presents cyclical fluctuations, with a stronger
influence of climate dynamics than of climate itself.",http://arxiv.org/abs/1903.05727v1
"Probability Assessments of an Ice-Free Arctic: Comparing Statistical and
  Climate Model Projections",2019-12-23T12:52:04Z,"Francis X. Diebold, Glenn D. Rudebusch","The downward trend in the amount of Arctic sea ice has a wide range of
environmental and economic consequences including important effects on the pace
and intensity of global climate change. Based on several decades of satellite
data, we provide statistical forecasts of Arctic sea ice extent during the rest
of this century. The best fitting statistical model indicates that overall sea
ice coverage is declining at an increasing rate. By contrast, average
projections from the CMIP5 global climate models foresee a gradual slowing of
Arctic sea ice loss even in scenarios with high carbon emissions. Our
long-range statistical projections also deliver probability assessments of the
timing of an ice-free Arctic. These results indicate almost a 60 percent chance
of an effectively ice-free Arctic Ocean sometime during the 2030s -- much
earlier than the average projection from the global climate models.",http://arxiv.org/abs/1912.10774v4
"VARENN: Graphical representation of spatiotemporal data and application
  to climate studies",2019-07-23T07:23:01Z,"Takeshi Ise, Yurika Oba","Analyzing and utilizing spatiotemporal big data are essential for studies
concerning climate change. However, such data are not fully integrated into
climate models owing to limitations in statistical frameworks. Herein, we
employ VARENN (visually augmented representation of environment for neural
networks) to efficiently summarize monthly observations of climate data for
1901-2016 into 2-dimensional graphical images. Using red, green, and blue
channels of color images, three different variables are simultaneously
represented in a single image. For global datasets, models were trained via
convolutional neural networks. These models successfully classified rises and
falls in temperature and precipitation. Moreover, similarities between the
input and target variables were observed to have a significant effect on model
accuracy. The input variables had both seasonal and interannual variations,
whose importance was quantified for model efficacy. VARENN is thus an effective
method to summarize spatiotemporal data objectively and accurately.",http://arxiv.org/abs/1907.09725v1
"Peak Electricity Demand and Global Warming in the Industrial and
  Residential areas of Pune : An Extreme Value Approach",2019-08-22T19:17:34Z,"Ayush Maheshwari, Kamal Kumar Murari, T. Jayaraman","Industrial and residential activities respond distinctly to electricity
demand on temperature. Due to increasing temperature trend on account of global
warming, its impact on peak electricity demand is a proxy for effective
management of electricity infrastructure. Few studies explore the relationship
between electricity demand and temperature changes in industrial areas in India
mainly due to the limitation of data. The precise role of industrial and
residential activities response to the temperature is not explored in
sub-tropical humid climate of India. Here, we show the temperature sensitivity
of industrial and residential areas in the city of Pune, Maharashtra by keeping
other influencing variables on electricity demand as constant. The study seeks
to estimate the behaviour of peak electricity demand with the apparent
temperature (AT) using the Extreme Value Theory. Our analysis shows that
industrial activities are not much influenced by the temperature whereas
residential activities show around 1.5-2% change in average electricity demand
with 1 degree rise in AT. Further, we show that peak electricity demand in
residential areas, performed using stationary and non-stationary GEV models,
are significantly influenced by the rise in temperature. The study shows that
with the improvement in data collection, better planning for the future
development, accounting for the climate change effects, will enhance the
effectiveness of electricity distribution system. The study is limited to the
geographical area of Pune. However, the methods are useful in estimating the
peak power load attributed to climate change to other geographical regions
located in subtropical and humid climate.",http://arxiv.org/abs/1908.08570v1
